Timestamp,age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,class
3377,53,181755,14,0,0,35,>50K
3378,40,150528,13,0,0,40,<=50K
3379,18,107277,7,0,0,20,<=50K
3380,33,247205,13,0,0,40,<=50K
3381,20,291979,9,0,0,40,<=50K
3382,38,270985,10,0,0,50,<=50K
3383,48,62605,9,0,0,35,<=50K
3384,46,176863,9,0,0,40,<=50K
3385,51,53197,9,0,0,40,<=50K
3386,35,267776,9,0,0,30,<=50K
3387,24,308205,4,0,0,40,<=50K
3388,30,306383,10,0,0,50,<=50K
3389,70,35494,9,0,0,30,<=50K
3390,26,291968,9,0,0,44,<=50K
3391,34,80933,9,0,1672,40,<=50K
3392,46,271828,9,0,0,40,>50K
3393,70,121993,9,0,0,5,<=50K
3394,37,31023,10,0,0,40,<=50K
3395,36,36425,10,0,0,35,<=50K
3396,23,407684,5,0,0,40,<=50K
3397,28,241895,9,0,1628,40,<=50K
3398,44,158555,10,0,0,50,>50K
3399,58,140363,9,3325,0,30,<=50K
3400,53,123429,10,0,0,60,>50K
3401,23,40060,10,0,0,40,<=50K
3402,26,290286,9,0,0,40,<=50K
3403,34,106169,14,0,0,50,<=50K
3404,43,76487,7,0,0,40,<=50K
3405,22,437994,10,0,0,20,<=50K
3406,41,113555,10,7298,0,50,>50K
3407,36,160120,9,0,0,40,<=50K
3408,41,343079,13,0,1740,20,<=50K
3409,27,406662,9,4416,0,40,<=50K
3410,42,37618,10,0,0,60,<=50K
3411,27,114158,11,0,0,35,<=50K
3412,41,115562,9,0,0,40,<=50K
3413,32,353994,13,0,0,40,>50K
3414,21,344891,10,0,0,20,<=50K
3415,44,286750,13,0,0,50,>50K
3416,29,194197,13,0,0,40,<=50K
3417,19,206599,10,0,0,22,<=50K
3418,21,596776,10,0,0,40,<=50K
3419,46,56841,9,0,0,40,<=50K
3420,38,112561,13,0,0,55,>50K
3421,43,147110,10,0,0,48,>50K
3422,54,175339,9,0,0,50,>50K
3423,38,234901,14,0,1977,60,>50K
3424,50,217083,9,0,0,40,>50K
3425,30,97757,11,0,0,36,>50K
3426,30,151868,5,0,0,40,<=50K
3427,28,25864,9,0,0,35,<=50K
3428,26,109419,11,0,0,45,<=50K
3429,37,203070,10,0,0,43,<=50K
3430,32,107843,9,5178,0,50,>50K
3431,64,264544,14,0,0,5,>50K
3432,18,148644,9,0,0,28,<=50K
3433,30,125762,10,0,0,30,<=50K
3434,18,193741,7,0,0,30,<=50K
3435,27,588905,9,0,0,40,<=50K
3436,49,115613,5,0,0,40,<=50K
3437,46,222374,9,0,0,43,>50K
3438,37,185359,9,0,0,40,<=50K
3439,30,173647,10,0,0,40,<=50K
3440,29,31166,9,0,0,30,<=50K
3441,25,189027,9,0,0,30,<=50K
3442,38,296125,9,0,0,30,<=50K
3443,35,334291,10,0,0,50,<=50K
3444,56,318450,14,0,0,80,>50K
3445,29,174163,10,0,0,40,<=50K
3446,41,119721,9,0,0,40,<=50K
3447,47,142719,9,0,0,40,<=50K
3448,23,162593,13,0,0,40,<=50K
3449,46,236852,13,0,0,45,>50K
3450,28,154863,9,0,1876,40,<=50K
3451,39,168894,13,0,0,20,<=50K
3452,42,344920,10,0,0,50,<=50K
3453,39,33355,9,7298,0,48,>50K
3454,37,291518,13,15024,0,55,>50K
3455,57,170244,15,0,0,40,<=50K
3456,22,369549,10,0,0,30,<=50K
3457,24,23438,11,0,0,30,>50K
3458,19,202673,10,0,0,50,<=50K
3459,55,171780,12,0,0,30,<=50K
3460,37,264503,9,0,0,40,<=50K
3461,37,244341,10,0,0,40,<=50K
3462,28,209109,13,0,0,50,<=50K
3463,27,187392,9,0,0,40,<=50K
3464,40,119578,13,0,0,20,<=50K
3465,51,195105,9,0,0,40,<=50K
3466,52,101752,11,0,0,56,<=50K
3467,49,362654,10,15024,0,50,>50K
3468,40,77332,10,0,0,50,<=50K
3469,80,87518,10,0,1816,60,<=50K
3470,63,113324,10,0,0,40,<=50K
3471,63,96299,9,0,0,45,>50K
3472,51,237729,10,0,0,40,<=50K
3473,23,200973,9,0,0,40,<=50K
3474,66,212456,9,0,0,20,<=50K
3475,33,131568,9,0,0,66,<=50K
3476,49,185859,9,0,0,43,<=50K
3477,20,231981,10,0,0,32,<=50K
3478,33,117963,12,0,1887,60,>50K
3479,26,78172,10,0,0,40,<=50K
3480,52,164135,9,0,0,50,>50K
3481,33,171216,13,0,0,50,>50K
3482,47,140664,13,0,0,45,<=50K
3483,23,249277,9,0,0,75,<=50K
3484,53,117847,12,0,0,40,<=50K
3485,19,52372,10,0,0,20,<=50K
3486,26,95806,10,3325,0,40,<=50K
3487,53,137428,4,0,0,60,>50K
3488,65,169047,9,0,0,10,<=50K
3489,68,339168,13,0,0,30,<=50K
3490,30,504725,6,0,0,18,<=50K
3491,28,132870,7,0,0,45,<=50K
3492,54,135840,6,0,0,45,<=50K
3493,30,35644,9,0,0,10,<=50K
3494,22,198148,10,0,0,50,<=50K
3495,25,220098,9,0,0,30,<=50K
3496,19,262515,7,0,0,20,<=50K
3497,32,111567,15,0,0,40,>50K
3498,23,194096,13,0,0,40,<=50K
3499,51,420917,13,0,0,45,<=50K
3500,25,197871,10,0,0,44,>50K
3501,46,253116,13,0,0,40,<=50K
3502,38,206535,10,0,0,50,<=50K
3503,26,70447,9,0,0,40,>50K
3504,46,201217,9,0,0,40,<=50K
3505,25,209970,13,0,0,40,<=50K
3506,20,196745,10,594,0,16,<=50K
3507,29,175262,14,0,0,35,<=50K
3508,51,304955,14,0,0,50,>50K
3509,40,181265,10,0,0,52,<=50K
3510,24,200973,10,0,0,40,<=50K
3511,24,37440,13,0,0,50,<=50K
3512,31,395170,11,0,0,24,<=50K
3513,34,353213,12,0,0,60,<=50K
3514,19,38619,10,0,0,66,<=50K
3515,21,177711,9,0,0,40,<=50K
3516,21,190761,6,0,0,70,<=50K
3517,23,27776,10,0,0,24,<=50K
3518,37,470663,10,0,0,40,<=50K
3519,40,71738,14,0,0,46,>50K
3520,57,74156,9,0,0,30,<=50K
3521,48,202467,13,0,1485,40,>50K
3522,24,123983,7,0,0,40,<=50K
3523,43,193494,10,0,0,40,<=50K
3524,40,130571,9,0,0,40,<=50K
3525,52,90363,15,99999,0,35,>50K
3526,49,83444,9,0,0,40,<=50K
3527,45,239093,10,3137,0,40,<=50K
3528,62,151369,9,0,0,40,<=50K
3529,29,56630,11,0,0,40,<=50K
3530,49,117095,9,0,0,40,<=50K
3531,55,189985,10,0,0,40,<=50K
3532,37,126675,13,0,0,40,<=50K
3533,43,199806,13,0,0,40,>50K
3534,29,57596,10,0,0,40,<=50K
3535,44,103459,9,0,0,40,>50K
3536,28,282398,10,0,0,40,>50K
3537,38,298841,10,0,0,45,<=50K
3538,45,33300,11,0,1977,50,>50K
3539,19,306467,10,0,0,20,<=50K
3540,20,189888,8,0,0,40,<=50K
3541,60,83861,9,0,0,40,<=50K
3542,30,117393,9,0,0,40,<=50K
3543,51,179010,10,0,0,60,<=50K
3544,48,316101,9,0,0,40,<=50K
3545,43,293305,13,0,1887,40,>50K
3546,51,175750,9,0,0,40,<=50K
3547,41,121718,11,0,1848,48,>50K
3548,50,229272,9,0,0,40,>50K
3549,46,142828,9,0,0,40,>50K
3550,54,22743,10,15024,0,60,>50K
3551,68,76371,9,0,0,45,>50K
3552,23,216129,12,0,0,30,<=50K
3553,49,107425,14,0,0,35,<=50K
3554,24,611029,6,0,0,40,<=50K
3555,30,363032,9,0,0,40,<=50K
3556,38,170020,9,3137,0,45,<=50K
3557,34,137900,9,0,0,35,<=50K
3558,22,322674,10,0,0,40,<=50K
3559,30,23778,4,0,0,40,<=50K
3560,61,147845,4,0,0,31,<=50K
3561,36,175759,9,0,0,40,<=50K
3562,51,166459,11,0,0,40,<=50K
3563,43,128212,3,0,0,40,>50K
3564,54,127455,10,0,0,48,>50K
3565,63,134699,9,0,0,25,<=50K
3566,51,254230,10,0,0,40,>50K
3567,63,159715,6,0,0,40,<=50K
3568,51,116286,14,0,0,60,>50K
3569,27,146719,9,0,0,35,<=50K
3570,35,361888,12,0,0,40,>50K
3571,46,32825,9,0,0,40,<=50K
3572,53,225768,11,0,0,40,>50K
3573,26,393728,10,0,0,24,<=50K
3574,43,160369,9,0,0,40,<=50K
3575,39,191807,9,15024,0,50,>50K
3576,50,176969,9,0,1590,40,<=50K
3577,54,33863,9,0,0,40,>50K
3578,57,141459,10,0,0,40,<=50K
3579,29,95393,9,0,0,20,<=50K
3580,20,221095,9,0,0,40,<=50K
3581,53,104501,13,0,1902,55,>50K
3582,23,495888,9,0,0,40,<=50K
3583,69,185691,7,0,0,20,<=50K
3584,56,201822,4,0,2002,40,<=50K
3585,53,549341,13,0,0,35,<=50K
3586,28,247445,9,0,0,40,<=50K
3587,28,199566,13,0,0,40,<=50K
3588,33,139057,9,0,0,84,>50K
3589,48,185039,9,0,0,30,<=50K
3590,61,166124,9,0,0,40,>50K
3591,49,82649,13,5013,0,45,<=50K
3592,48,109275,10,0,0,40,<=50K
3593,32,408328,4,0,0,40,<=50K
3594,51,186338,9,0,0,40,>50K
3595,19,251579,10,0,0,14,<=50K
3596,47,76612,9,0,0,50,<=50K
3597,25,22546,13,0,0,60,<=50K
3598,72,53684,10,0,0,40,<=50K
3599,29,183627,7,0,0,40,<=50K
3600,22,73203,9,0,0,40,<=50K
3601,57,108426,9,0,0,48,<=50K
3602,50,116287,12,0,0,60,<=50K
3603,45,145697,10,0,0,30,<=50K
3604,52,326156,10,0,0,40,>50K
3605,53,201127,14,0,0,48,>50K
3606,36,250791,9,0,0,48,<=50K
3607,46,328216,9,0,0,40,>50K
3608,20,400443,9,0,0,20,<=50K
3609,75,95985,3,0,0,10,<=50K
3610,32,127651,9,0,0,40,>50K
3611,28,250679,9,0,0,40,<=50K
3612,53,103950,14,0,0,40,<=50K
3613,17,200199,7,0,0,35,<=50K
3614,46,295791,11,0,0,38,<=50K
3615,39,191841,12,0,0,30,<=50K
3616,38,82622,10,0,0,40,<=50K
3617,36,160728,9,0,0,60,<=50K
3618,63,109849,13,0,0,21,<=50K
3619,28,339897,2,0,0,43,<=50K
3620,49,371299,9,0,0,35,<=50K
3621,43,421837,10,0,0,40,<=50K
3622,38,29702,13,0,0,45,>50K
3623,39,117381,9,0,0,62,<=50K
3624,40,338740,9,0,0,40,<=50K
3625,24,314525,13,0,1741,45,<=50K
3626,30,173005,10,0,0,50,>50K
3627,44,286750,10,0,0,40,<=50K
3628,40,163985,9,0,0,24,<=50K
3629,30,219318,9,0,0,35,<=50K
3630,42,44121,14,0,1876,40,<=50K
3631,52,103794,11,0,0,35,<=50K
3632,42,310632,10,0,0,40,>50K
3633,39,153976,10,0,0,52,>50K
3634,43,174575,10,0,0,45,<=50K
3635,62,82388,9,10566,0,40,<=50K
3636,30,207253,11,0,0,40,<=50K
3637,39,746786,13,0,0,55,>50K
3638,41,308296,9,0,0,20,<=50K
3639,49,101825,14,0,1977,40,>50K
3640,25,109009,7,0,0,40,<=50K
3641,48,413363,7,0,2002,40,<=50K
3642,44,296326,13,0,0,40,<=50K
3643,36,208358,5,4650,0,56,<=50K
3644,40,120277,9,0,0,40,<=50K
3645,21,193219,9,0,0,35,<=50K
3646,41,86399,10,0,0,38,<=50K
3647,24,215251,13,0,0,50,<=50K
3648,67,124470,9,0,0,60,<=50K
3649,24,228649,13,0,0,38,<=50K
3650,50,386397,13,0,0,60,<=50K
3651,48,96798,14,0,0,35,<=50K
3652,29,159768,9,3325,0,40,<=50K
3653,50,139464,13,0,0,36,<=50K
3654,64,550848,6,0,0,40,>50K
3655,49,68505,5,0,0,37,<=50K
3656,20,122215,9,0,0,52,<=50K
3657,30,159442,9,0,0,40,<=50K
3658,37,80638,13,0,0,30,<=50K
3659,52,192390,9,0,0,40,>50K
3660,22,191324,10,0,0,25,<=50K
3661,19,73009,10,0,0,15,<=50K
3662,52,177858,9,0,0,55,>50K
3663,42,163003,13,0,0,40,<=50K
3664,35,95551,9,0,0,36,<=50K
3665,27,125298,10,0,0,50,<=50K
3666,54,198186,9,0,0,38,<=50K
3667,37,295949,9,0,1628,40,<=50K
3668,37,182668,6,0,0,35,<=50K
3669,28,124905,4,0,0,30,<=50K
3670,63,171635,13,0,0,40,<=50K
3671,19,376240,9,0,0,42,<=50K
3672,28,157391,13,0,0,40,<=50K
3673,44,178134,15,0,0,40,>50K
3674,31,207201,10,0,0,40,>50K
3675,64,102103,9,0,0,50,<=50K
3676,40,92036,9,0,0,40,>50K
3677,59,236426,12,0,0,50,<=50K
3678,22,400966,10,0,0,40,<=50K
3679,40,404573,10,0,0,44,<=50K
3680,35,227571,4,0,0,40,<=50K
3681,20,145917,10,0,0,15,<=50K
3682,35,190226,9,0,0,40,<=50K
3683,28,356555,10,0,0,48,<=50K
3684,28,66473,9,0,0,40,<=50K
3685,25,163039,12,0,0,60,<=50K
3686,37,89559,9,0,0,40,<=50K
3687,31,163303,11,0,0,38,<=50K
3688,41,192712,9,0,0,40,<=50K
3689,31,381153,6,0,0,40,>50K
3690,44,222434,9,0,0,40,<=50K
3691,20,34706,10,0,0,47,<=50K
3692,57,47857,10,0,0,50,<=50K
3693,26,195216,9,0,0,12,<=50K
3694,44,103643,9,5013,0,60,<=50K
3695,29,329426,9,0,0,40,<=50K
3696,36,183612,9,0,1977,40,>50K
3697,40,184105,11,0,0,40,>50K
3698,21,211385,12,0,0,35,<=50K
3699,21,61777,10,0,0,70,<=50K
3700,34,320194,15,0,0,48,>50K
3701,24,199444,13,0,0,15,<=50K
3702,28,312588,6,0,0,40,<=50K
3703,35,168675,9,0,0,50,<=50K
3704,35,87556,9,0,0,40,<=50K
3705,38,220421,13,0,0,40,<=50K
3706,44,404599,9,0,0,40,<=50K
3707,39,99065,13,0,0,40,>50K
3708,57,109973,9,0,0,40,<=50K
3709,19,246652,10,0,0,40,<=50K
3710,29,57423,11,0,0,48,<=50K
3711,23,291248,9,0,0,40,<=50K
3712,50,163708,9,0,0,40,<=50K
3713,51,240358,10,0,0,20,<=50K
3714,28,25955,11,0,0,40,<=50K
3715,44,101593,13,0,0,60,<=50K
3716,29,227890,13,0,0,40,<=50K
3717,31,225053,9,0,0,45,<=50K
3718,27,228472,13,0,0,45,>50K
3719,34,245378,13,0,0,45,<=50K
3720,50,156623,15,7688,0,50,>50K
3721,27,35032,10,0,0,40,>50K
3722,31,258849,11,0,0,40,<=50K
3723,46,190115,12,0,0,40,>50K
3724,39,63910,10,0,0,40,<=50K
3725,40,510072,13,0,0,55,>50K
3726,28,210867,7,0,0,40,<=50K
3727,18,263024,9,0,0,40,<=50K
3728,51,306785,9,0,0,40,<=50K
3729,58,104333,9,0,0,50,<=50K
3730,66,340734,9,0,0,40,<=50K
3731,36,288585,9,0,0,20,<=50K
3732,38,241765,7,0,0,60,<=50K
3733,25,111058,12,0,0,40,<=50K
3734,25,104662,9,0,0,22,<=50K
3735,90,313986,7,0,0,40,<=50K
3736,41,52037,10,0,0,40,<=50K
3737,33,131776,13,914,0,40,<=50K
3738,33,254221,9,0,0,40,<=50K
3739,35,152909,13,0,1887,45,>50K
3740,39,211785,9,0,0,20,<=50K
3741,59,160362,9,0,0,60,<=50K
3742,19,387215,10,0,1719,16,<=50K
3743,39,187046,9,4064,0,38,<=50K
3744,27,169631,9,0,0,40,<=50K
3745,52,202956,4,0,0,40,<=50K
3746,59,80467,9,0,0,24,<=50K
3747,28,407672,10,0,0,40,<=50K
3748,37,243425,9,0,0,50,<=50K
3749,36,347491,13,0,0,50,>50K
3750,34,146161,13,0,0,60,>50K
3751,23,449432,10,0,0,40,<=50K
3752,33,288825,9,0,2258,84,<=50K
3753,27,134813,14,0,0,52,<=50K
3754,31,190401,14,0,0,40,<=50K
3755,21,260617,6,0,0,36,<=50K
3756,31,45604,9,0,0,54,<=50K
3757,59,67841,9,0,0,40,>50K
3758,40,244522,14,0,1902,48,>50K
3759,19,430471,7,0,0,40,<=50K
3760,47,194698,9,0,0,50,<=50K
3761,34,94235,13,0,0,40,<=50K
3762,57,188330,9,0,0,78,<=50K
3763,51,146181,5,0,0,40,<=50K
3764,21,177125,10,0,0,20,<=50K
3765,30,68330,10,0,0,50,<=50K
3766,46,95636,10,0,0,45,<=50K
3767,40,238329,13,0,0,45,<=50K
3768,52,416129,1,0,0,40,<=50K
3769,23,285004,13,0,0,50,<=50K
3770,25,186294,9,0,0,50,<=50K
3771,43,188786,10,0,0,45,<=50K
3772,38,31352,10,0,0,40,>50K
3773,22,197613,11,0,0,30,<=50K
3774,33,161942,13,1055,0,40,<=50K
3775,34,275438,10,5178,0,40,>50K
3776,65,361721,11,0,0,20,<=50K
3777,50,144968,9,0,0,15,<=50K
3778,29,190539,13,6849,0,48,<=50K
3779,25,178037,9,0,0,40,<=50K
3780,54,306985,10,0,0,40,<=50K
3781,49,87928,9,0,0,40,>50K
3782,44,242619,10,0,0,40,<=50K
3783,24,154165,5,0,0,40,<=50K
3784,25,511331,13,0,0,38,<=50K
3785,65,221026,9,0,0,20,<=50K
3786,56,222182,9,0,0,45,<=50K
3787,39,126569,15,15024,0,60,>50K
3788,23,202344,13,0,0,40,<=50K
3789,20,190423,10,0,0,20,<=50K
3790,24,238917,3,0,0,40,<=50K
3791,41,221947,10,0,1887,50,>50K
3792,40,37997,10,0,0,50,<=50K
3793,55,147098,9,0,0,50,>50K
3794,38,278253,9,0,0,48,<=50K
3795,23,195411,9,0,0,40,<=50K
3796,44,76196,13,0,0,50,<=50K
3797,45,120131,10,0,1887,40,>50K
3798,20,186014,10,0,0,12,<=50K
3799,29,205903,9,0,0,40,<=50K
3800,43,125405,9,0,0,40,<=50K
3801,30,219838,8,0,0,40,<=50K
3802,28,19395,10,0,0,38,<=50K
3803,31,223327,9,0,0,40,>50K
3804,52,114062,9,0,0,40,<=50K
3805,36,95654,13,0,0,50,>50K
3806,38,177305,9,0,0,45,<=50K
3807,63,117681,11,0,0,40,<=50K
3808,21,237651,10,0,0,35,<=50K
3809,33,150570,9,0,0,40,<=50K
3810,46,106705,10,1506,0,50,<=50K
3811,47,175958,13,3325,0,60,<=50K
3812,33,144064,16,0,0,55,>50K
3813,28,152951,9,0,0,40,<=50K
3814,46,190487,9,0,0,28,<=50K
3815,25,306666,10,0,0,45,<=50K
3816,37,195148,9,3137,0,40,<=50K
3817,31,226624,5,0,0,60,<=50K
3818,49,157569,9,0,0,40,<=50K
3819,22,22966,10,0,0,20,<=50K
3820,52,379682,11,0,0,20,>50K
3821,29,446559,12,0,0,50,<=50K
3822,18,41794,7,0,0,20,<=50K
3823,31,90409,10,0,0,35,<=50K
3824,23,125491,10,0,0,35,<=50K
3825,54,104748,6,0,0,65,<=50K
3826,50,169182,9,0,0,49,<=50K
3827,24,122272,13,0,0,40,<=50K
3828,49,289707,9,0,0,45,<=50K
3829,54,137691,9,0,0,40,>50K
3830,41,84610,13,0,1902,60,>50K
3831,49,166789,9,0,0,40,<=50K
3832,36,348728,13,0,0,35,<=50K
3833,23,348092,9,0,0,40,<=50K
3834,63,154526,10,0,0,40,<=50K
3835,67,288371,9,0,0,40,>50K
3836,23,182342,9,0,0,40,<=50K
3837,22,244366,13,0,0,40,<=50K
3838,66,102423,11,0,0,30,<=50K
3839,25,259688,7,0,0,50,<=50K
3840,30,98733,10,0,0,20,<=50K
3841,35,174856,9,2885,0,40,<=50K
3842,67,141797,4,0,0,40,<=50K
3843,30,327202,8,0,0,40,<=50K
3844,26,76996,10,0,0,38,<=50K
3845,34,260560,9,0,0,40,<=50K
3846,21,370990,10,0,0,40,<=50K
3847,18,129010,8,0,0,10,<=50K
3848,21,452640,9,0,0,40,<=50K
3849,76,120796,5,0,0,40,<=50K
3850,26,229523,9,0,0,56,<=50K
3851,18,127388,8,0,0,25,<=50K
3852,34,119422,11,0,1672,50,<=50K
3853,59,193895,9,0,0,40,<=50K
3854,55,163083,13,14084,0,45,>50K
3855,33,155343,10,0,0,72,<=50K
3856,25,73895,9,0,0,10,<=50K
3857,48,107682,9,0,0,10,<=50K
3858,64,321166,13,0,0,5,<=50K
3859,47,154940,14,0,0,45,>50K
3860,26,103700,10,0,0,40,<=50K
3861,36,63509,12,0,0,48,>50K
3862,21,243842,9,0,0,40,<=50K
3863,30,58597,9,0,0,44,<=50K
3864,41,190290,9,0,0,40,<=50K
3865,34,62165,10,0,0,30,<=50K
3866,24,280134,6,0,0,49,<=50K
3867,26,118736,13,0,0,20,<=50K
3868,25,171114,9,0,0,48,<=50K
3869,35,169638,10,0,0,36,<=50K
3870,41,125461,10,0,0,40,>50K
3871,33,145434,7,0,0,40,<=50K
3872,18,152182,10,0,0,25,<=50K
3873,27,233724,9,0,0,38,<=50K
3874,32,153963,9,0,0,35,<=50K
3875,51,88120,9,0,0,40,<=50K
3876,38,96330,11,0,0,40,<=50K
3877,41,66118,10,0,0,25,<=50K
3878,26,182178,10,2829,0,40,<=50K
3879,38,53628,11,0,0,35,<=50K
3880,54,174865,5,0,0,45,>50K
3881,30,66194,13,0,0,60,<=50K
3882,31,73796,10,0,0,30,<=50K
3883,26,28366,13,0,0,40,<=50K
3884,75,231741,16,4931,0,3,<=50K
3885,29,237865,14,0,0,40,<=50K
3886,61,195453,9,0,0,50,>50K
3887,24,116934,10,0,0,45,<=50K
3888,34,456399,12,0,0,40,<=50K
3889,42,263608,10,0,0,40,<=50K
3890,24,263498,7,0,0,40,<=50K
3891,27,469705,9,0,1980,40,<=50K
3892,39,113253,13,0,0,50,>50K
3893,20,138768,9,0,0,40,<=50K
3894,51,302146,7,0,0,40,<=50K
3895,68,253866,13,0,0,30,<=50K
3896,28,214858,9,0,0,48,<=50K
3897,43,243476,9,0,0,40,<=50K
3898,35,169104,10,0,0,40,<=50K
3899,44,103218,9,0,0,40,<=50K
3900,41,57233,13,0,0,40,<=50K
3901,44,228320,9,0,0,45,>50K
3902,20,217421,9,0,0,40,<=50K
3903,46,185041,9,0,0,75,>50K
3904,27,37302,12,7688,0,70,>50K
3905,32,261059,10,0,0,50,<=50K
3906,46,59767,10,0,0,50,<=50K
3907,26,333541,9,0,0,24,<=50K
3908,20,133352,10,0,0,40,<=50K
3909,36,99270,9,0,0,40,<=50K
3910,49,204629,13,0,0,40,>50K
3911,32,34104,9,3103,0,55,>50K
3912,32,312667,13,15024,0,50,>50K
3913,49,329603,13,0,1902,40,>50K
3914,36,281021,9,0,0,45,<=50K
3915,22,275385,10,0,0,25,<=50K
3916,52,129177,9,0,0,40,<=50K
3917,42,385591,9,0,0,50,>50K
3918,72,38360,9,0,0,16,<=50K
3919,30,73796,13,0,0,40,<=50K
3920,44,67671,10,0,0,40,<=50K
3921,23,257621,13,0,0,45,<=50K
3922,22,180052,10,0,0,20,<=50K
3923,59,656036,13,0,0,60,<=50K
3924,46,215943,9,0,0,40,<=50K
3925,30,488720,11,0,0,40,<=50K
3926,64,199298,4,0,0,30,<=50K
3927,31,305692,10,0,0,40,<=50K
3928,64,114994,9,0,0,20,<=50K
3929,45,88265,9,0,0,40,<=50K
3930,59,168569,9,0,1887,40,>50K
3931,32,175413,9,0,0,40,<=50K
3932,43,161226,13,0,0,40,<=50K
3933,23,208598,10,0,0,45,<=50K
3934,49,200471,9,0,0,40,<=50K
3935,32,256609,8,0,0,40,<=50K
3936,49,176684,11,0,0,40,<=50K
3937,33,206512,10,0,0,40,<=50K
3938,28,212640,15,0,0,85,<=50K
3939,47,148724,9,0,0,40,<=50K
3940,41,266510,9,0,0,40,<=50K
3941,34,240252,14,0,0,40,>50K
3942,25,358975,9,0,0,35,<=50K
3943,21,434710,10,0,0,15,<=50K
3944,46,241844,5,0,0,40,<=50K
3945,37,191342,2,0,0,40,<=50K
3946,41,221947,10,0,0,56,>50K
3947,44,111483,9,0,1504,50,<=50K
3948,30,65278,9,0,0,40,>50K
3949,54,133403,10,0,0,40,<=50K
3950,35,166416,9,0,0,99,<=50K
3951,21,221480,10,0,0,25,<=50K
3952,35,189878,14,0,0,40,>50K
3953,35,278403,15,0,0,80,>50K
3954,19,184710,10,0,0,20,<=50K
3955,48,177775,9,0,0,40,<=50K
3956,65,225473,10,0,0,35,<=50K
3957,40,289403,13,0,0,35,<=50K
3958,26,269060,9,0,0,40,<=50K
3959,45,449354,10,0,0,40,<=50K
3960,26,214413,10,0,0,40,<=50K
3961,32,80058,9,0,0,40,<=50K
3962,35,202027,13,27828,0,50,>50K
3963,22,123440,10,0,0,48,<=50K
3964,37,191524,11,0,0,38,<=50K
3965,25,308144,13,0,0,40,<=50K
3966,46,205100,11,0,0,48,>50K
3967,30,195750,9,0,0,27,<=50K
3968,63,149756,12,0,0,40,>50K
3969,51,240358,9,0,0,40,>50K
3970,68,241174,4,0,0,16,<=50K
3971,36,356838,16,0,0,50,<=50K
3972,28,115705,10,0,0,50,<=50K
3973,41,137142,10,0,0,40,<=50K
3974,47,296066,10,0,0,40,<=50K
3975,22,401335,10,0,0,30,<=50K
3976,34,186824,15,15024,0,40,>50K
3977,46,162187,13,0,0,40,>50K
3978,28,98010,10,0,0,40,<=50K
3979,36,172538,9,0,0,52,>50K
3980,18,80163,10,0,0,20,<=50K
3981,33,43959,14,7688,0,50,>50K
3982,51,162632,9,7298,0,60,>50K
3983,56,115422,9,0,0,35,<=50K
3984,54,100933,9,0,0,40,<=50K
3985,29,270379,9,0,0,40,<=50K
3986,40,20109,10,0,0,84,<=50K
3987,53,114758,14,15024,0,65,>50K
3988,22,100345,9,0,0,35,<=50K
3989,33,184901,9,0,0,40,>50K
3990,28,87239,9,0,0,50,<=50K
3991,63,127363,10,0,0,12,<=50K
3992,53,199720,16,15024,0,60,>50K
3993,37,143058,6,0,0,50,<=50K
3994,50,36489,10,0,0,40,<=50K
3995,22,141698,9,0,0,40,<=50K
3996,40,26358,12,0,0,40,<=50K
3997,22,195532,13,8614,0,40,>50K
3998,21,30039,10,0,0,40,<=50K
3999,25,125159,12,0,0,40,<=50K
4000,20,246250,10,0,0,40,<=50K
4001,43,77370,9,0,0,40,<=50K
4002,29,355569,11,0,0,50,<=50K
4003,32,180603,13,0,0,40,>50K
4004,42,201785,14,0,0,50,>50K
4005,33,256211,9,0,0,40,<=50K
4006,27,146764,10,0,0,40,>50K
4007,29,200515,10,0,0,38,<=50K
4008,29,52636,9,0,0,40,<=50K
4009,20,27049,10,0,0,20,<=50K
4010,35,111128,6,0,0,40,<=50K
4011,31,348038,13,0,1902,50,>50K
4012,33,93930,9,0,0,50,<=50K
4013,67,397831,10,0,1539,40,<=50K
4014,46,33794,10,0,0,10,<=50K
4015,45,178215,5,0,0,40,>50K
4016,17,191910,7,0,0,20,<=50K
4017,35,340110,13,0,1848,70,>50K
4018,48,133694,13,0,0,40,>50K
4019,49,148398,9,0,0,40,<=50K
4020,20,133515,10,0,0,40,<=50K
4021,27,181667,9,5013,0,46,<=50K
4022,64,159715,10,0,0,20,<=50K
4023,53,174040,10,0,0,40,<=50K
4024,52,117700,9,0,0,40,<=50K
4025,29,37215,9,0,0,55,<=50K
4026,32,46807,9,99999,0,40,>50K
4027,48,317360,13,0,0,20,>50K
4028,30,425627,10,0,0,40,<=50K
4029,34,82623,9,0,0,20,<=50K
4030,39,140854,9,0,0,50,<=50K
4031,28,185061,7,0,0,40,<=50K
4032,54,282680,13,0,0,50,<=50K
4033,24,137591,10,0,1762,40,<=50K
4034,25,198163,9,0,0,40,<=50K
4035,25,132749,7,0,0,12,<=50K
4036,48,31264,10,5178,0,40,>50K
4037,24,399449,13,0,0,40,<=50K
4038,31,27494,10,0,0,50,<=50K
4039,47,368561,10,0,0,40,>50K
4040,19,406078,10,0,0,25,<=50K
4041,52,100506,10,15024,0,50,>50K
4042,52,29658,9,0,0,40,<=50K
4043,60,181953,9,0,0,28,<=50K
